step,b0_x,b0_y,b0_z,b1_x,b1_y,b1_z,b2_x,b2_y,b2_z,b3_x,b3_y,b3_z,b4_x,b4_y,b4_z,b5_x,b5_y,b5_z,b6_x,b6_y,b6_z,b7_x,b7_y,b7_z,b8_x,b8_y,b8_z,b9_x,b9_y,b9_z,b10_x,b10_y,b10_z,b11_x,b11_y,b11_z
730,7.80876589,-3.19672561,-723.329102,7.70787287,-3.25193906,-723.661865,7.56597948,-2.81592202,-723.599854,7.18450642,-2.71820402,-723.284973,6.93898249,-3.16041732,-723.216248,6.67829418,-3.3998735,-722.743469,6.67192841,-3.25838971,-722.133972,6.79661036,-3.27838588,-721.582336,6.47020054,-3.0721128,-721.413818,6.4137578,-3.17430472,-721.349609,6.84985447,-3.24578261,-721.541687,7.15980387,-3.41718698,-721.826965
731,7.80753279,-3.19971704,-725.337769,7.7083683,-3.25481129,-725.665344,7.56699944,-2.81920838,-725.599487,7.18908167,-2.72336268,-725.28064,6.94449759,-3.16146326,-725.21167,6.6869688,-3.40166354,-724.736694,6.6836257,-3.25934434,-724.126953,6.80560017,-3.28288531,-723.574707,6.47517729,-3.08066964,-723.406494,6.4213419,-3.1818521,-723.341003,6.85534191,-3.25301027,-723.534058,7.16871929,-3.42136288,-723.819214
732,7.80629396,-3.20269346,-727.349182,7.70883608,-3.25766921,-727.671509,7.56799507,-2.82250834,-727.601807,7.19368315,-2.72857213,-727.279114,6.95001602,-3.16249609,-727.209778,6.6956501,-3.4034369,-726.732605,6.69533443,-3.26030469,-726.12262,6.81458092,-3.28739548,-725.569824,6.48015833,-3.08922338,-725.401917,6.42894316,-3.18938184,-725.335205,6.86082888,-3.26025367,-725.529175,7.17762136,-3.4255259,-725.814148
733,7.80505133,-3.20565534,-729.363342,7.70927668,-3.26051235,-729.680359,7.56896639,-2.82582116,-729.606873,7.19830942,-2.73382998,-729.280396,6.95553827,-3.163517,-729.21051,6.7043395,-3.40519452,-728.731262,6.70705318,-3.26127172,-728.121033,6.82355165,-3.29191804,-727.567688,6.48514509,-3.09777331,-727.400024,6.43655968,-3.19689322,-727.332153,6.86631489,-3.26751328,-727.527039,7.18651104,-3.42967558,-727.811829
734,7.80380344,-3.20860147,-731.380188,7.70968962,-3.26334167,-731.691895,7.56991482,-2.82914758,-731.614624,7.20296049,-2.73913383,-731.284424,6.96106434,-3.1645267,-731.213928,6.71303749,-3.40693593,-730.732605,6.71878147,-3.26224566,-730.122131,6.8325119,-3.296453,-729.568298,6.49013901,-3.10631871,-729.400879,6.44419241,-3.20438671,-729.331848,6.87180185,-3.27478862,-729.527649,7.19538593,-3.43381262,-729.812195
735,7.80255032,-3.21153259,-733.39978,7.7100749,-3.26615739,-733.706177,7.57084036,-2.83248687,-733.625122,7.20763493,-2.7444818,-733.29126,6.9665947,-3.16552639,-733.220032,6.72174311,-3.40866327,-732.736633,6.73051882,-3.26322746,-732.125977,6.84146166,-3.30099964,-731.571655,6.49514008,-3.1148591,-731.40448,6.45184088,-3.21186209,-731.334351,6.87728977,-3.2820797,-731.531006,7.20424604,-3.43793654,-731.815247
736,7.80129385,-3.21444845,-735.422119,7.71043491,-3.26895761,-735.723145,7.57174444,-2.83583784,-735.638306,7.21233225,-2.74987197,-735.300903,6.97212982,-3.16651678,-735.228821,6.7304554,-3.41037917,-734.743347,6.74226332,-3.26421785,-734.132507,6.85040092,-3.30555892,-733.577759,6.5001502,-3.12339401,-733.410767,6.4595027,-3.21931958,-733.3396,6.88277912,-3.2893858,-733.537109,7.21309233,-3.4420476,-733.820984
737,7.80003405,-3.21734905,-737.447205,7.71076918,-3.2717433,-737.742798,7.57262659,-2.83920097,-737.654236,7.21705151,-2.75530577,-737.313293,6.97766733,-3.16749978,-737.240295,6.7391758,-3.41208029,-736.752747,6.75401688,-3.26521635,-736.141724,6.85932875,-3.31013012,-735.586609,6.50516939,-3.13192296,-735.4198,6.4671793,-3.22675943,-735.347595,6.88827038,-3.29670668,-735.545898,7.22192335,-3.44614625,-735.829407
738,7.79877043,-3.22023368,-739.474976,7.71107817,-3.2745142,-739.765137,7.57348776,-2.84257627,-739.672852,7.22179174,-2.76077962,-739.328491,6.98320818,-3.1684761,-739.254456,6.74790478,-3.41376925,-738.764832,6.76577759,-3.26622438,-738.153625,6.86824369,-3.31471372,-737.598206,6.51019955,-3.14044523,-737.43158,6.4748702,-3.23418164,-737.358398,6.8937645,-3.30404258,-737.557434,7.23073864,-3.45023203,-737.840515
739,7.79750347,-3.22310281,-741.505493,7.71136141,-3.27727103,-741.790161,7.57432842,-2.84596443,-741.694153,7.22655296,-2.76629281,-741.346497,6.98875189,-3.16944647,-741.271301,6.75663996,-3.41544509,-740.779663,6.77754688,-3.26724172,-740.168274,6.8771472,-3.31930947,-739.612549,6.51524067,-3.14896059,-739.446045,6.48257399,-3.24158645,-739.371948,6.89926147,-3.3113935,-739.571716,7.23953915,-3.45430493,-739.854309
740,7.79623413,-3.22595668,-743.538757,7.71162033,-3.28001332,-743.817871,7.57515001,-2.8493638,-743.718201,7.23133326,-2.77184296,-743.367249,6.99429893,-3.17041183,-743.290833,6.76538229,-3.41711044,-742.79718,6.78932285,-3.26826882,-742.185608,6.88603783,-3.32391691,-741.629639,6.52029371,-3.1574688,-741.463257,6.49029016,-3.24897432,-741.388245,6.90476179,-3.31875896,-741.588745,7.24832487,-3.45836496,-741.870789
741,7.79496288,-3.22879481,-745.574768,7.71185541,-3.28274059,-745.848267,7.57595205,-2.85277462,-745.744934,7.23613167,-2.77742887,-745.390808,6.99984837,-3.17137361,-745.313049,6.77413225,-3.41876507,-744.817383,6.8011055,-3.26930714,-744.205627,6.8949151,-3.32853746,-743.649475,6.52536058,-3.16596866,-743.483215,6.49801826,-3.25634503,-743.407349,6.91026688,-3.32613873,-743.608521,7.25709438,-3.46241236,-743.889954
742,7.79368925,-3.23161674,-747.613525,7.71206713,-3.28545308,-747.881348,7.57673597,-2.85619688,-747.774414,7.24094725,-2.78304887,-747.417175,7.00540066,-3.172333,-747.337891,6.78288841,-3.42040944,-746.840271,6.81289577,-3.27035594,-746.228394,6.90377903,-3.33316994,-745.672058,6.53044081,-3.17446017,-745.505859,6.50575876,-3.26369953,-745.429199,6.91577721,-3.33353233,-745.631042,7.26584721,-3.46644759,-745.911804
743,7.79241323,-3.23442268,-749.654968,7.712255,-3.28815174,-749.917175,7.57750177,-2.8596313,-749.80658,7.24578047,-2.78870153,-749.44635,7.01095581,-3.17329049,-749.365417,6.79165173,-3.42204404,-748.865906,6.8246913,-3.27141619,-748.253845,6.91262865,-3.33781385,-747.697449,6.53553629,-3.18294239,-747.53125,6.51351166,-3.27103806,-747.453857,6.92129326,-3.34093928,-747.656311,7.27458334,-3.47047043,-747.93634
744,7.79113626,-3.2372129,-751.699158,7.71242046,-3.29083538,-751.955627,7.57825041,-2.86307669,-751.841431,7.2506299,-2.79438543,-751.478333,7.01651335,-3.17424703,-751.39563,6.80042219,-3.42366982,-750.894226,6.83649063,-3.27248931,-750.281982,6.92146349,-3.34247041,-749.725586,6.54064846,-3.19141412,-749.559387,6.52127504,-3.27836037,-749.481262,6.92681503,-3.34835982,-749.684326,7.28330326,-3.47448111,-749.963562
745,7.78985834,-3.23998737,-753.746094,7.71256351,-3.29350471,-753.996826,7.57898188,-2.86653328,-753.879028,7.25549412,-2.8000989,-753.513062,7.02207422,-3.17520404,-753.428528,6.8091979,-3.42528677,-752.925232,6.84829521,-3.27357531,-752.312866,6.93028355,-3.34713888,-751.75647,6.54577732,-3.19987535,-751.590271,6.52904892,-3.28566694,-751.511414,6.93234301,-3.35579324,-751.715088,7.29200697,-3.47847939,-751.99353
746,7.78857946,-3.24274588,-755.795715,7.71268415,-3.29615927,-756.04071,7.57969809,-2.87000132,-755.919312,7.26037264,-2.80583954,-755.550598,7.02763796,-3.17616224,-755.464111,6.81798029,-3.4268961,-754.958923,6.86010408,-3.27467442,-754.346436,6.93908834,-3.35181975,-753.7901,6.55092382,-3.20832562,-753.62384,6.53683329,-3.29295778,-753.544373,6.93787861,-3.36323953,-753.748535,7.30069256,-3.48246598,-754.026184
747,7.78730059,-3.24548864,-757.848083,7.71278381,-3.2987988,-758.08728,7.58039808,-2.87347984,-757.96228,7.26526451,-2.81160879,-757.590942,7.03320265,-3.17712331,-757.50238,6.82676935,-3.42849684,-756.9953,6.87191629,-3.27578759,-756.382751,6.94787645,-3.35651278,-755.826477,6.55608988,-3.21676373,-755.660156,6.54462814,-3.30023336,-755.580078,6.94342279,-3.37069869,-755.784729,7.3093605,-3.48644042,-756.061523
748,7.78602219,-3.2482152,-759.903198,7.71286345,-3.30142331,-760.136536,7.58108377,-2.87696862,-760.007996,7.2701683,-2.81740236,-759.634094,7.0387702,-3.17808771,-759.543335,6.83556366,-3.43009281,-759.034424,6.88373089,-3.27691507,-758.421753,6.95664787,-3.36121726,-757.865601,6.56127596,-3.22518921,-757.699219,6.55243301,-3.30749393,-757.618591,6.94897604,-3.37817001,-757.823669,7.31800938,-3.49040341,-758.099548
749,7.78474426,-3.25092578,-761.960999,7.7129221,-3.30403304,-762.188477,7.58175516,-2.88046861,-762.056396,7.27508354,-2.8232193,-761.680054,7.04434061,-3.17905641,-761.586975,6.84436464,-3.43168235,-761.076233,6.89554834,-3.27805734,-760.46344,6.96540117,-3.3659327,-759.907471,6.56648302,-3.23360229,-759.741028,6.56024742,-3.31474018,-759.659851,6.95453787,-3.38565373,-759.865356,7.32664108,-3.49435425,-760.140259
750,7.78346682,-3.25362015,-764.021545,7.71295977,-3.30662894,-764.243103,7.58241272,-2.8839798,-764.107544,7.28001022,-2.82906008,-763.72876,7.04991245,-3.18003058,-763.63324,6.8531723,-3.43326449,-763.120728,6.90736818,-3.27921462,-762.507812,6.97413683,-3.37066031,-761.952087,6.57171202,-3.2420013,-761.785522,6.56806993,-3.32197142,-761.703857,6.96010971,-3.39314985,-761.90979,7.33525467,-3.4982934,-762.183655
751,7.78219032,-3.2562983,-766.084839,7.71297836,-3.30920982,-766.300415,7.5830574,-2.88750124,-766.161377,7.28494692,-2.83492112,-765.780273,7.05548716,-3.1810112,-765.68219,6.86198521,-3.43484259,-765.167908,6.9191885,-3.28038812,-764.554932,6.98285437,-3.37539887,-763.999451,6.5769639,-3.250386,-763.832764,6.57590151,-3.32918835,-763.750671,6.96569204,-3.40065742,-763.95697,7.34384918,-3.50222111,-764.229736
752,7.78091478,-3.25895977,-768.150818,7.71297789,-3.31177568,-768.360474,7.58368969,-2.89103365,-768.217896,7.28989267,-2.84080195,-767.834595,7.06106377,-3.18199921,-767.733826,6.87080431,-3.43641591,-767.217834,6.93100882,-3.2815783,-766.604736,6.99155188,-3.38014889,-766.049561,6.58224058,-3.25875521,-765.882751,6.58374119,-3.33639169,-765.800232,6.97128487,-3.40817618,-766.006897,7.3524251,-3.50613785,-766.278503
753,7.77964258,-3.2616055,-770.219543,7.71295834,-3.31432605,-770.423218,7.58431005,-2.89457631,-770.277161,7.29484653,-2.84670067,-769.891724,7.06664276,-3.18299532,-769.788147,6.87962914,-3.4379859,-769.270447,6.94282818,-3.28278613,-768.657227,7.00022936,-3.38490939,-768.102478,6.58754158,-3.26710868,-767.935486,6.59158945,-3.34358168,-767.852539,6.97688913,-3.41570616,-768.05957,7.36098194,-3.51004314,-768.329956
754,7.77837133,-3.26423478,-772.290955,7.71292019,-3.31686187,-772.488647,7.58491993,-2.89812899,-772.339111,7.29980755,-2.85261536,-771.95166,7.07222414,-3.18400097,-771.845154,6.88845873,-3.43955302,-771.325745,6.95464802,-3.28401089,-770.712402,7.00888681,-3.38968062,-770.158142,6.59286833,-3.27544641,-769.990906,6.59944582,-3.35075831,-769.907654,6.98250532,-3.42324686,-770.114929,7.36951923,-3.51393795,-770.384094
755,7.77710247,-3.26684761,-774.365112,7.71286345,-3.31938338,-774.556763,7.58551884,-2.90169239,-774.403748,7.30477476,-2.8585453,-774.014343,7.07780886,-3.18501687,-773.904846,6.89729214,-3.44111705,-773.383728,6.9664669,-3.28525376,-772.770325,7.01752472,-3.39446259,-772.216492,6.59822178,-3.28376651,-772.049072,6.60730886,-3.35792232,-771.965515,6.98813486,-3.43079805,-772.173035,7.3780365,-3.51782179,-772.440979
756,7.77583694,-3.26944423,-776.442017,7.71278954,-3.3218894,-776.627563,7.58610773,-2.90526581,-776.47113,7.3097477,-2.86449051,-776.079834,7.083395,-3.18604422,-775.967224,6.90613174,-3.44267797,-775.444397,6.97828293,-3.28651571,-774.830933,7.02613974,-3.3992548,-774.277649,6.60360336,-3.29206872,-774.109985,6.61518049,-3.36507344,-774.026123,6.99377728,-3.43835974,-774.233887,7.38653374,-3.5216949,-774.500549
757,7.77457476,-3.27202439,-778.521606,7.71269894,-3.32438016,-778.70105,7.58668709,-2.90884948,-778.541199,7.3147254,-2.87044859,-778.148132,7.08898306,-3.18708372,-778.032288,6.91497564,-3.44423723,-777.507812,6.99009705,-3.28779674,-776.894226,7.0347333,-3.40405703,-776.341553,6.60901356,-3.30035305,-776.173645,6.6230588,-3.37221217,-776.089539,6.99943447,-3.44593167,-776.297485,7.39500999,-3.52555776,-776.562805
758,7.77331591,-3.27458835,-780.603943,7.71259165,-3.32685614,-780.777222,7.58725739,-2.91244364,-780.614014,7.31970596,-2.87641859,-780.219238,7.09457254,-3.18813682,-780.100037,6.92382574,-3.44579458,-779.573914,7.00190783,-3.28909779,-778.960266,7.04330301,-3.40886927,-778.408203,6.61445379,-3.30861759,-778.23999,6.63094378,-3.37933922,-778.155701,7.00510597,-3.45351338,-778.363831,7.40346622,-3.52940989,-778.627747
759,7.77206039,-3.27713561,-782.688965,7.71246719,-3.32931781,-782.856079,7.58781958,-2.91604829,-782.689514,7.32468939,-2.88239789,-782.293152,7.10016537,-3.18920398,-782.170471,6.93268061,-3.44735098,-781.6427,7.01371479,-3.2904191,-781.028992,7.05184889,-3.41369104,-780.4776,6.61992502,-3.31686234,-780.309082,6.63883638,-3.38645506,-780.224609,7.01079273,-3.46110439,-780.432922,7.41190147,-3.533252,-780.695374
760,7.77080822,-3.27966666,-784.776733,7.71232557,-3.33176589,-784.937622,7.58837461,-2.91966319,-784.7677,7.3296752,-2.88838434,-784.369812,7.10576153,-3.19028568,-784.243591,6.94153881,-3.44890809,-783.714233,7.02551746,-3.2917614,-783.100403,7.06037092,-3.41852164,-782.549744,6.62542772,-3.32508659,-782.38092,6.64673662,-3.39355946,-782.296326,7.0164957,-3.46870399,-782.504761,7.42031431,-3.53708506,-782.765686
761,7.76956034,-3.2821815,-786.867188,7.71216869,-3.33419895,-787.021912,7.58892202,-2.92328811,-786.848633,7.33466196,-2.89437914,-786.44928,7.1113596,-3.19138312,-786.319397,6.95040226,-3.45046496,-785.788452,7.03731394,-3.29312587,-785.1745,7.06886768,-3.42336154,-784.624634,6.63096428,-3.33328867,-784.455505,6.65464258,-3.40065312,-784.370789,7.02221489,-3.47631288,-784.579285,7.42870665,-3.5409081,-784.838684
762,7.7683177,-3.28467989,-788.960388,7.71199656,-3.33661699,-789.108887,7.58946371,-2.92692327,-788.932251,7.33964872,-2.90037966,-788.531555,7.11696005,-3.19249773,-788.397827,6.95927048,-3.45202208,-787.865356,7.04910564,-3.29451203,-787.251282,7.07733822,-3.4282105,-786.702332,6.63653421,-3.34146929,-786.532837,6.66255426,-3.40773654,-786.447998,7.02795076,-3.48393035,-786.656555,7.43707848,-3.54472113,-786.914368
763,7.76707983,-3.28716159,-791.056335,7.71180964,-3.33902025,-791.198547,7.58999825,-2.93056941,-791.018555,7.34463596,-2.90638733,-790.616638,7.12256241,-3.19363022,-790.478943,6.96814203,-3.45357776,-789.944946,7.06089211,-3.29591966,-789.330811,7.08578253,-3.43306828,-788.782776,6.64213753,-3.34962797,-788.612854,6.67047215,-3.41480994,-788.528015,7.0337038,-3.49155641,-788.736572,7.44542837,-3.54852462,-788.992798
764,7.76584768,-3.28962684,-793.154968,7.71160793,-3.34140873,-793.290894,7.59052801,-2.93422508,-793.107605,7.3496213,-2.91239858,-792.704468,7.12816763,-3.19478178,-792.562744,6.9770174,-3.45513582,-792.027283,7.07266951,-3.29735184,-791.413025,7.09420013,-3.43793344,-790.865967,6.64777708,-3.35776186,-790.695618,6.6783967,-3.42187405,-790.610779,7.03947544,-3.49919009,-790.819336,7.45375586,-3.55231929,-791.073914
765,7.76462221,-3.29207563,-795.256348,7.7113924,-3.34378171,-795.385925,7.59105349,-2.93789029,-795.199341,7.35460424,-2.91841054,-794.795105,7.13377619,-3.19595218,-794.649292,6.98589468,-3.45669818,-794.112305,7.08443832,-3.2988081,-793.497925,7.10259104,-3.44280624,-792.951904,6.65345287,-3.36587214,-792.781128,6.68632746,-3.42892885,-792.696289,7.04526567,-3.50683165,-792.904846,7.46206141,-3.5561049,-793.157715
766,7.76340294,-3.29450822,-797.360413,7.71116304,-3.34613967,-797.483643,7.59157419,-2.94156599,-797.293762,7.35958433,-2.92442536,-796.88855,7.13938665,-3.19714332,-796.738525,6.99477577,-3.45826149,-796.200012,7.09619904,-3.30028844,-795.585571,7.11095333,-3.44768691,-795.040588,6.65916634,-3.37395716,-794.869385,6.69426489,-3.43597436,-794.784607,7.05107498,-3.51448083,-794.993103,7.47034407,-3.55988216,-795.244202
767,7.76218891,-3.29692388,-799.467224,7.71091986,-3.34848356,-799.584045,7.59209108,-2.94525218,-799.39093,7.3645606,-2.93044186,-798.984741,7.1449995,-3.19835615,-798.830383,7.00366163,-3.45982623,-798.290405,7.10795021,-3.30179429,-797.675903,7.11928511,-3.45257449,-797.132019,6.6649189,-3.38201594,-796.960388,6.70220804,-3.44301152,-796.875671,7.05690432,-3.52213717,-797.084045,7.47860384,-3.56365085,-797.333374
768,7.76098204,-3.29932284,-801.576721,7.71066427,-3.3508122,-801.687134,7.59260511,-2.94894814,-801.490784,7.36953163,-2.93645692,-801.08374,7.15061522,-3.1995914,-800.924927,7.01255035,-3.46139479,-800.383545,7.1196909,-3.30332565,-799.768921,7.12758684,-3.45746922,-799.226196,6.67071056,-3.39004827,-799.054138,6.71015739,-3.45004034,-798.969482,7.06275368,-3.52980018,-799.177734,7.4868412,-3.56741095,-799.425232
769,7.75978231,-3.30170512,-803.688904,7.71039581,-3.35312605,-803.792908,7.59311676,-2.95265412,-803.593323,7.37449741,-2.94247031,-803.185547,7.15623379,-3.20084977,-803.022156,7.02144194,-3.46296668,-802.47937,7.13142109,-3.30488276,-801.864624,7.13585758,-3.4623704,-801.32312,6.67654228,-3.39805365,-801.150635,6.71811247,-3.45706153,-801.06604,7.0686245,-3.53746963,-801.27417,7.4950552,-3.57116318,-801.519836
770,7.75858927,-3.30407071,-805.803833,7.71011448,-3.35542536,-805.901428,7.59362698,-2.95637083,-805.698608,7.37945747,-2.94848037,-805.290161,7.16185617,-3.20213151,-805.12207,7.0303359,-3.46454287,-804.577881,7.14313984,-3.30646634,-803.963013,7.14409733,-3.46727777,-803.422852,6.68241501,-3.40603137,-803.249817,6.72607279,-3.46407485,-803.165405,7.0745163,-3.54514623,-803.373352,7.50324631,-3.57490754,-803.617126
771,7.75740433,-3.30642009,-807.921448,7.70982027,-3.35770988,-808.012634,7.59413481,-2.96009851,-807.80658,7.38441181,-2.95448852,-807.397522,7.16748095,-3.20343876,-807.22467,7.03923273,-3.4661212,-806.679138,7.15484619,-3.30807734,-806.064148,7.15230465,-3.47219038,-805.52533,6.6883297,-3.41398001,-805.351746,6.73403978,-3.4710815,-805.267517,7.08043051,-3.55282831,-805.475281,7.51141357,-3.57864451,-805.717102
772,7.75622749,-3.30875278,-810.041809,7.70951509,-3.35997915,-810.126526,7.59464216,-2.96383548,-809.917236,7.38935804,-2.96049142,-809.50769,7.17310858,-3.20477128,-809.330017,7.04813147,-3.46770549,-808.783081,7.16653872,-3.30971622,-808.167969,7.16047907,-3.47710848,-807.630554,6.69428778,-3.42189956,-807.456421,6.74201345,-3.4780817,-807.372375,7.08636713,-3.56051493,-807.579895,7.51955652,-3.58237457,-807.819763
773,7.75505924,-3.31106877,-812.164856,7.70919847,-3.36223316,-812.243103,7.59514856,-2.9675827,-812.03064,7.39429569,-2.96648979,-811.620605,7.17873955,-3.20613098,-811.437988,7.05703306,-3.46929359,-810.889709,7.17821693,-3.31138396,-810.274475,7.16861963,-3.48203158,-809.738525,6.7002902,-3.42978787,-809.563843,6.74999285,-3.48507547,-809.480042,7.09232759,-3.56820774,-809.687256,7.52767515,-3.58609748,-809.92511
774,7.7538991,-3.31336784,-814.290649,7.70887089,-3.36447215,-814.362366,7.59565639,-2.97133994,-814.146729,7.3992238,-2.9724803,-813.736328,7.18437433,-3.20751762,-813.548645,7.06593561,-3.47088909,-812.999084,7.18988037,-3.31308079,-812.383667,7.17672682,-3.48695874,-811.849243,6.70633698,-3.43764567,-811.674011,6.75797844,-3.49206305,-811.590454,7.09831095,-3.5759058,-811.797363,7.53577042,-3.58981347,-812.033142
775,7.75274801,-3.31565022,-816.419128,7.70853233,-3.3666966,-816.484314,7.5961647,-2.97510743,-816.265503,7.40414286,-2.97846341,-815.854858,7.19001245,-3.20893216,-815.662048,7.07484007,-3.47248983,-815.111145,7.20152807,-3.31480718,-814.495605,7.18479872,-3.49189019,-813.962708,6.71242905,-3.44547176,-813.786926,6.76596928,-3.49904513,-813.703613,7.10431862,-3.58360887,-813.910217,7.54384136,-3.59352279,-814.143921
776,7.75160646,-3.31791568,-818.550293,7.70818329,-3.36890626,-818.608948,7.59667349,-2.97888565,-818.387024,7.4090519,-2.98443937,-817.976135,7.19565439,-3.21037579,-817.778137,7.08374643,-3.47409534,-817.225891,7.21315908,-3.31656408,-816.610229,7.1928339,-3.49682546,-816.078918,6.71856785,-3.45326447,-815.902588,6.77396631,-3.50602198,-815.819519,7.11035061,-3.5913167,-816.025818,7.55188894,-3.59722567,-816.257385
777,7.7504735,-3.32016444,-820.684204,7.70782375,-3.37110114,-820.736267,7.59718418,-2.9826746,-820.51123,7.41394997,-2.99040675,-820.10022,7.20129967,-3.21184945,-819.896912,7.09265518,-3.47570634,-819.343384,7.22477198,-3.31835175,-818.727539,7.20083189,-3.50176406,-818.197937,6.72475338,-3.46102428,-818.020996,6.7819705,-3.51299429,-817.938171,7.11640739,-3.59902835,-818.144165,7.55991173,-3.60092211,-818.373535
778,7.74935007,-3.32239628,-822.820801,7.7074542,-3.37328148,-822.866333,7.59769726,-2.98647332,-822.638184,7.41883612,-2.99636364,-822.227051,7.20694876,-3.2133534,-822.018372,7.10156345,-3.47732472,-821.463562,7.23636913,-3.32016897,-820.847534,7.20879364,-3.50670576,-820.319702,6.73098612,-3.46875167,-820.142151,6.78998089,-3.51996207,-820.059631,7.12248993,-3.60674334,-820.265198,7.56790924,-3.6046133,-820.492371
779,7.74823713,-3.32461119,-824.960144,7.70707512,-3.3754468,-824.999084,7.59821367,-2.99028182,-824.767822,7.42370892,-3.00230861,-824.356689,7.21260214,-3.21488881,-824.142517,7.11047411,-3.47895074,-823.586487,7.24794722,-3.32201862,-822.970276,7.21671724,-3.51165032,-822.444214,6.73726702,-3.47644424,-822.266052,6.79799747,-3.52692533,-822.183838,7.12859869,-3.61446214,-822.388977,7.57588196,-3.60829902,-822.613892
780,7.74713469,-3.32680917,-827.102173,7.70668745,-3.37759662,-827.134521,7.59873343,-2.99410033,-826.900146,7.42856884,-3.00824213,-826.489136,7.21825981,-3.21645594,-826.269348,7.11938477,-3.48058534,-825.712097,7.25950384,-3.32390189,-825.095703,7.22460222,-3.51659584,-824.571472,6.74359798,-3.4841001,-824.3927,6.80601978,-3.53388596,-824.310791,7.13473415,-3.62218451,-824.515503,7.58383083,-3.61197901,-824.738159
781,7.74604225,-3.32898998,-829.246887,7.70629025,-3.37973189,-829.272644,7.59925747,-2.9979291,-829.035217,7.43341541,-3.01416254,-828.624329,7.22392225,-3.21805573,-828.398865,7.12829638,-3.4822278,-827.840393,7.27104044,-3.32581758,-827.223816,7.23244762,-3.5215435,-826.701477,6.74997854,-3.49172044,-826.522034,6.81404924,-3.54084253,-826.440491,7.14089632,-3.62990975,-826.644775,7.59175444,-3.61565423,-826.865112
782,7.74496078,-3.33115387,-831.394348,7.70588446,-3.38185191,-831.413452,7.59978533,-3.00176883,-831.172974,7.43824816,-3.02007127,-830.762268,7.22958899,-3.21968961,-830.531067,7.13720798,-3.48387694,-829.971436,7.28255606,-3.32776642,-829.354614,7.24025345,-3.52649283,-828.834229,6.75641012,-3.49930453,-828.654114,6.82208633,-3.54779601,-828.572998,7.14708614,-3.63763642,-828.776733,7.59965181,-3.61932516,-828.994751
783,7.74389029,-3.33330083,-833.544495,7.70546913,-3.38395739,-833.556946,7.600317,-3.00561953,-833.313416,7.44306803,-3.02596879,-832.903015,7.23526049,-3.22135782,-832.665955,7.1461215,-3.48553157,-832.105164,7.29404831,-3.32975006,-831.488098,7.24801683,-3.53144264,-830.969727,6.76289368,-3.50684977,-830.789001,6.8301301,-3.55474734,-830.708252,7.1533041,-3.64536619,-830.911438,7.60752439,-3.62299109,-831.127075
784,7.74283028,-3.33543086,-835.697327,7.70504522,-3.38604832,-835.703125,7.60085344,-3.00948048,-835.456604,7.44787359,-3.03185201,-835.046509,7.24093771,-3.22306085,-834.803528,7.15503502,-3.48719406,-834.241638,7.3055191,-3.33176637,-833.624329,7.25573969,-3.53639412,-833.107971,6.76942825,-3.51435876,-832.926575,6.83818007,-3.56169581,-832.846252,7.15954971,-3.65309739,-833.048889,7.6153717,-3.62665272,-833.262146
785,7.74178171,-3.33754349,-837.852905,7.70461369,-3.38812423,-837.85199,7.60139561,-3.0133512,-837.602478,7.45266294,-3.03771901,-837.19281,7.24662066,-3.22479987,-836.943787,7.16394949,-3.48886609,-836.380798,7.31696463,-3.33381915,-835.763245,7.26341963,-3.5413456,-835.249023,6.77601576,-3.52182865,-835.066895,6.84623766,-3.56864214,-834.987,7.16582394,-3.66083026,-835.189087,7.62319326,-3.63031054,-835.399902
786,7.74074507,-3.33963895,-840.011169,7.70417404,-3.39018488,-840.003601,7.60194397,-3.01723242,-839.751038,7.45743656,-3.043571,-839.341858,7.25230885,-3.22657514,-839.086792,7.17286301,-3.49054718,-838.522644,7.32838583,-3.33590746,-837.904846,7.27105761,-3.5462966,-837.392822,6.78265715,-3.52925897,-837.209961,6.85430288,-3.57558656,-837.130493,7.17212772,-3.66856384,-837.332031,7.6309886,-3.63396525,-837.540344
787,7.73971939,-3.34171677,-842.172119,7.70372677,-3.39223075,-842.157898,7.60249901,-3.0211246,-841.902344,7.46219397,-3.04940748,-841.493652,7.25800323,-3.22838759,-841.232483,7.181777,-3.49223638,-840.667236,7.33978033,-3.33803177,-840.049194,7.27865171,-3.55124688,-839.539368,6.78935194,-3.53664899,-839.355835,6.86237574,-3.58253002,-839.276733,7.17846107,-3.67629838,-839.477661,7.63875818,-3.63761663,-839.683472
788,7.73870611,-3.34377742,-844.335815,7.70327187,-3.3942616,-844.31488,7.6030612,-3.02502632,-844.056335,7.4669342,-3.05522585,-843.648254,7.26370335,-3.23023748,-843.380859,7.19068956,-3.49393702,-842.814514,7.35114956,-3.34019256,-842.196228,7.28620291,-3.55619621,-841.68866,6.79610109,-3.54399896,-841.504395,6.8704567,-3.58947206,-841.425781,7.18482399,-3.68403316,-841.626038,7.64650202,-3.64126515,-841.829346
789,7.73770523,-3.3458209,-846.502197,7.70280933,-3.39627743,-846.474548,7.60363007,-3.02893949,-846.213013,7.47165823,-3.06102943,-845.805603,7.26941013,-3.23212647,-845.531921,7.19960213,-3.49564457,-844.964539,7.36249113,-3.34238982,-844.345947,7.29370975,-3.56114364,-843.840698,6.80290508,-3.55130744,-843.655762,6.87854528,-3.59641337,-843.577576,7.19121742,-3.69176841,-843.777161,7.65421963,-3.64491081,-843.977905
